,name,surname,address,postal_code,city,province,timestamp,type,amount_kg,price_kg,sales_amount
625,Adele,Patrick,"Calle V, nº 65",10066,Conquista de la Sierra,Cáceres,2022-08-04 10:28:52,7,2.0,31.8,63.6
626,Drew,Roberson,"Calle H, nº 357",02040,Hoya-Gonzalo,Albacete,2022-02-11 09:13:34,7,0.5,24.2,12.1
627,Hayley,Rowe,"Calle Z, nº 176",07045,Puigpunyent,Baleares,2022-12-30 13:32:36,7,5.0,34.4,172.0
628,Emi,Austin,"Calle R, nº 312",19210,Paredes de Sigüenza,Guadalajara,2022-07-26 01:30:33,7,1.0,33.0,33.0
629,Maisie,Hunter,"Calle N, nº 105",41079,"Puebla del Río, La",Sevilla,2022-12-08 13:11:36,7,3.0,32.8,98.39999999999999
630,Russell,Bernard,"Calle Z, nº 71",19277,Torrecuadrada de Molina,Guadalajara,2022-07-15 06:49:02,7,4.0,18.2,72.8
631,Wynne,Morin,"Calle T, nº 167",21055,Palos de la Frontera,Huelva,2022-11-12 16:49:50,7,1.25,15.7,19.625
632,Thane,Whitfield,"Calle L, nº 33",10018,Aliseda,Cáceres,2022-03-25 17:33:46,7,1.5,25.5,38.25
633,Alisa,Delaney,"Calle X, nº 368",42053,Carrascosa de Abajo,Soria,2022-06-02 05:29:48,7,1.0,22.5,22.5
634,Craig,Bray,"Calle V, nº 171",43032,Bot,Tarragona,2022-12-29 11:36:01,7,1.25,31.0,38.75
635,Conan,Smith,"Calle L, nº 206",47056,Corrales de Duero,Valladolid,2022-11-02 02:09:05,7,0.75,32.1,24.075000000000003
636,Stewart,Yates,"Calle H, nº 298",47124,Pozaldez,Valladolid,2022-06-08 16:23:33,7,0.5,28.4,14.2
637,Priscilla,Peterson,"Calle T, nº 389",32061,Piñor,Ourense,2022-12-04 09:19:10,7,5.0,20.2,101.0
638,Quinlan,Rush,"Calle B, nº 324",31018,Añorbe,Navarra,2022-05-29 18:44:50,7,3.0,16.8,50.400000000000006
639,Velma,Roy,"Calle Q, nº 315",37252,Pinedas,Salamanca,2022-01-28 04:28:05,7,1.25,15.6,19.5
640,Davis,Short,"Calle A, nº 106",50085,Codo,Zaragoza,2022-01-19 15:01:29,7,4.0,20.7,82.8
641,Reese,Alston,"Calle H, nº 172",17903,Sant Julià del Llor i Bonmatí,Girona,2022-07-13 09:47:16,7,0.5,19.6,9.8
642,Charles,Kinney,"Calle D, nº 397",17132,Peralada,Girona,2022-11-27 03:16:58,7,0.25,15.9,3.975
643,Sebastian,Tran,"Calle E, nº 53",47189,Velascálvaro,Valladolid,2022-01-07 06:29:49,7,0.5,15.2,7.6
644,Ocean,Marsh,"Calle O, nº 45",25073,Cervià de les Garrigues,Lleida,2022-03-01 04:37:03,7,1.0,29.8,29.8
645,Zenia,Valdez,"Calle K, nº 244",41095,Utrera,Sevilla,2022-04-27 03:49:29,4,1.25,17.6,22.0
646,Paloma,Mcintyre,"Calle D, nº 203",42164,San Leonardo de Yagüe,Soria,2022-12-03 03:51:03,4,0.75,33.2,24.900000000000002
647,Carissa,Merritt,"Calle D, nº 197",37367,Villasbuenas,Salamanca,2022-09-10 12:14:38,4,5.0,16.6,83.0
648,Judah,Newman,"Calle U, nº 394",22251,Villanueva de Sigena,Huesca,2022-06-11 09:09:24,4,5.0,18.5,92.5
649,Renee,Drake,"Calle W, nº 245",28057,Fresno de Torote,Madrid,2022-03-26 18:06:00,4,5.0,26.2,131.0
650,Mechelle,Mooney,"Calle I, nº 289",04904,Balanegra,Almería,2022-08-03 07:29:48,4,1.25,34.8,43.5
651,Lillian,Dudley,"Calle J, nº 155",08293,Vallcebre,Barcelona,2022-10-21 08:49:49,4,5.0,17.1,85.5
652,Andrew,Mack,"Calle S, nº 353",23062,Montizón,Jaén,2022-10-07 05:20:03,4,3.0,27.7,83.1
653,Cara,Norton,"Calle X, nº 168",03047,Calp,Alicante,2022-09-30 16:35:06,4,3.0,33.1,99.30000000000001
654,Jena,Boyer,"Calle R, nº 279",07061,Sóller,Baleares,2022-12-11 22:24:45,4,1.5,30.8,46.2
655,Raven,Mccray,"Calle N, nº 192",35001,Agaete,Las Palmas,2022-05-27 09:52:12,4,1.25,28.9,36.125
656,Tyler,Romero,"Calle P, nº 220",40173,Roda de Eresma,Segovia,2022-07-03 22:27:37,4,0.5,31.5,15.75
657,Brennan,Ramsey,"Calle L, nº 293",39002,Ampuero,Cantabria,2022-03-07 11:12:49,4,1.0,27.5,27.5
658,Lamar,Emerson,"Calle T, nº 59",06060,Guareña,Badajoz,2022-12-20 20:07:07,4,5.0,32.5,162.5
659,Beau,Padilla,"Calle A, nº 17",24029,Cabrillanes,León,2022-03-11 12:08:49,4,1.0,33.9,33.9
660,Sharon,Carson,"Calle M, nº 265",06106,Puebla del Prior,Badajoz,2022-01-04 19:31:02,4,1.0,31.5,31.5
661,Alma,Rojas,"Calle Z, nº 350",16173,"Valle de Altomira, El",Cuenca,2022-02-23 19:32:22,4,5.0,32.7,163.5
662,Caesar,Lambert,"Calle Q, nº 10",08255,Santa Maria de Merlès,Barcelona,2022-09-29 08:37:54,4,1.0,34.5,34.5
663,Merritt,Shelton,"Calle J, nº 384",42193,Valdelagua del Cerro,Soria,2022-01-19 20:26:20,4,1.25,17.3,21.625
664,Anika,Olson,"Calle O, nº 131",23088,Torreperogil,Jaén,2022-06-30 20:45:04,4,2.0,15.8,31.6
665,Montana,Dixon,"Calle O, nº 223",26058,Enciso,La Rioja,2022-11-25 14:56:18,4,4.0,17.5,70.0
666,Sydney,Trevino,"Calle F, nº 338",28165,Valdilecha,Madrid,2022-12-15 03:52:03,4,1.5,31.4,47.099999999999994
667,Simone,Greer,"Calle D, nº 366",22007,Albalate de Cinca,Huesca,2022-03-27 23:40:22,4,1.5,20.5,30.75
668,Brady,Clay,"Calle Y, nº 324",19334,Zarzuela de Jadraque,Guadalajara,2022-10-29 05:59:02,4,0.25,20.7,5.175
669,Colt,House,"Calle O, nº 153",09318,Riocavado de la Sierra,Burgos,2022-10-04 06:27:38,4,4.0,25.3,101.2
670,Merrill,Case,"Calle N, nº 160",05198,Salvadiós,Ávila,2022-05-20 09:55:48,4,2.0,26.8,53.6
671,Joshua,Perez,"Calle O, nº 146",39042,Medio Cudeyo,Cantabria,2022-02-10 18:37:21,4,1.5,17.7,26.549999999999997
672,Levi,Warner,"Calle S, nº 112",05131,Mirueña de los Infanzones,Ávila,2022-02-04 05:55:20,4,1.0,29.8,29.8
673,Hannah,Marshall,"Calle A, nº 239",26050,Cirueña,La Rioja,2022-12-29 15:55:51,4,5.0,30.8,154.0
674,Odysseus,Olson,"Calle P, nº 251",31002,Abárzuza/Abartzuza,Navarra,2022-04-07 14:17:32,4,1.0,26.3,26.3
675,Louis,Johnson,"Calle F, nº 344",02032,Fuensanta,Albacete,2022-07-11 02:55:23,4,2.0,34.4,68.8
676,Meghan,Gamble,"Calle K, nº 89",40111,Lastras del Pozo,Segovia,2022-02-08 03:06:25,4,0.5,17.5,8.75
677,Josiah,Love,"Calle T, nº 219",08090,Gaià,Barcelona,2022-10-27 04:53:14,4,4.0,21.8,87.2
678,Ulric,Fitzgerald,"Calle V, nº 52",06115,"Roca de la Sierra, La",Badajoz,2022-01-22 23:42:23,4,1.5,27.9,41.849999999999994
679,Sharon,Walter,"Calle Y, nº 240",29038,Cártama,Málaga,2022-08-13 16:36:45,4,1.5,29.7,44.55
680,Rebekah,Anthony,"Calle P, nº 21",05080,Gallegos de Sobrinos,Ávila,2022-09-05 02:22:02,4,3.0,17.9,53.699999999999996
681,Debra,Underwood,"Calle X, nº 380",28157,Valdelaguna,Madrid,2022-01-22 21:07:17,4,0.75,34.1,25.575000000000003
682,Sebastian,Stephens,"Calle A, nº 14",18193,"Zubia, La",Granada,2022-08-22 03:53:34,4,1.0,34.4,34.4
683,Michael,Anderson,"Calle P, nº 377",31116,Genevilla,Navarra,2022-01-29 14:11:56,4,1.0,31.4,31.4
684,Lilah,Huffman,"Calle K, nº 70",40092,Fuentidueña,Segovia,2022-12-26 14:43:07,4,0.25,26.7,6.675
685,Colton,Rhodes,"Calle Z, nº 119",40121,Martín Muñoz de las Posadas,Segovia,2022-05-20 03:45:05,4,1.5,29.0,43.5
686,Adria,Mitchell,"Calle C, nº 360",20069,Donostia/San Sebastián,Gipuzkoa,2022-06-02 07:21:24,4,2.0,32.3,64.6
687,Debra,Reeves,"Calle O, nº 232",46141,Higueruelas,Valencia,2022-10-20 06:11:00,4,5.0,18.8,94.0
688,Ina,Finley,"Calle Q, nº 126",16016,Almendros,Cuenca,2022-10-01 07:47:32,4,4.0,17.6,70.4
689,Griffin,Wiley,"Calle C, nº 193",00000,Beade,Not_Found,2022-08-16 18:22:57,4,2.0,34.8,69.6
690,Arden,Delaney,"Calle Y, nº 350",25180,Puiggròs,Lleida,2022-07-05 05:37:21,4,1.25,21.4,26.75
691,Zane,Boone,"Calle W, nº 47",26074,Hervías,La Rioja,2022-04-15 03:09:09,4,0.25,19.6,4.9
692,Ruth,Sheppard,"Calle B, nº 85",19296,Utande,Guadalajara,2022-12-05 21:38:42,4,2.0,16.4,32.8
693,Deborah,Small,"Calle G, nº 172",48074,Urduña/Orduña,Bizkaia,2022-06-08 15:20:30,4,5.0,18.8,94.0
694,Timon,Hutchinson,"Calle B, nº 338",47089,Melgar de Arriba,Valladolid,2022-01-11 20:54:05,4,4.0,18.5,74.0
695,Tanek,Haney,"Calle X, nº 75",50220,Puendeluna,Zaragoza,2022-07-20 21:31:19,4,0.75,28.6,21.450000000000003
696,Melanie,Mcgee,"Calle W, nº 82",31185,Ochagavía/Otsagabia,Navarra,2022-03-04 14:26:09,4,0.75,31.4,23.549999999999997
697,Ila,Oneal,"Calle N, nº 363",40200,Tabanera la Luenga,Segovia,2022-11-05 07:23:23,4,0.25,21.5,5.375
698,Clio,Vargas,"Calle D, nº 377",10154,Rebollar,Cáceres,2022-12-13 10:44:30,4,0.75,32.7,24.525000000000002
699,Kelsey,Swanson,"Calle L, nº 400",23079,Santisteban del Puerto,Jaén,2022-08-31 09:43:00,4,3.0,17.3,51.900000000000006
700,Bert,Wood,"Calle V, nº 174",25134,Menàrguens,Lleida,2022-02-10 14:20:08,4,2.0,22.3,44.6
701,Nathaniel,Rios,"Calle Z, nº 14",49080,Fuentelapeña,Zamora,2022-04-25 09:31:51,4,1.0,24.4,24.4
702,Hayfa,Mayo,"Calle Y, nº 102",43015,Arbolí,Tarragona,2022-03-31 12:43:32,4,1.5,33.4,50.099999999999994
703,Jameson,Carr,"Calle F, nº 333",44022,Alloza,Teruel,2022-07-27 05:08:13,4,0.5,30.7,15.35
704,Jessica,Gay,"Calle S, nº 364",13023,Bolaños de Calatrava,Ciudad Real,2022-03-10 18:00:26,4,4.0,30.8,123.2
705,Cameron,Perez,"Calle V, nº 273",47224,Villarmentero de Esgueva,Valladolid,2022-11-18 21:06:39,4,0.75,29.0,21.75
706,Felicia,Copeland,"Calle W, nº 319",44219,Tornos,Teruel,2022-09-11 19:57:17,4,0.5,31.5,15.75
707,Hashim,Fox,"Calle F, nº 249",26010,Alesón,La Rioja,2022-03-10 02:42:16,4,1.0,25.4,25.4
708,Rosalyn,Mitchell,"Calle M, nº 235",24099,Matanza,León,2022-10-26 09:12:21,4,1.25,23.9,29.875
709,Rina,Kirby,"Calle L, nº 265",49265,Villardiegua de la Ribera,Zamora,2022-02-03 14:24:54,4,3.0,20.2,60.599999999999994
710,Castor,Arnold,"Calle O, nº 12",30014,Campos del Río,Murcia,2022-09-22 07:53:51,4,0.5,21.3,10.65
711,Marcia,Walsh,"Calle T, nº 274",46172,Montserrat,Valencia,2022-04-28 19:28:13,4,1.0,25.1,25.1
712,Micah,Britt,"Calle P, nº 61",40139,Navafría,Segovia,2022-06-01 09:01:32,4,0.5,22.3,11.15
713,Chava,Carter,"Calle D, nº 74",22037,Arguis,Huesca,2022-11-26 15:48:57,4,2.0,30.2,60.4
714,Zahir,Fry,"Calle B, nº 48",50148,Luesia,Zaragoza,2022-11-21 22:02:31,4,3.0,19.5,58.5
715,Castor,Key,"Calle D, nº 7",17101,Massanes,Girona,2022-11-06 20:28:16,4,3.0,28.5,85.5
716,Ryan,Mcintosh,"Calle Q, nº 188",10177,Sierra de Fuentes,Cáceres,2022-11-10 11:39:16,4,0.5,29.4,14.7
717,May,Knight,"Calle E, nº 162",40021,Arevalillo de Cega,Segovia,2022-08-02 12:07:25,4,1.25,23.3,29.125
718,Jesse,Martin,"Calle J, nº 78",37382,Zorita de la Frontera,Salamanca,2022-05-23 05:05:10,4,3.0,15.1,45.3
719,Autumn,Carson,"Calle H, nº 292",26118,Pradillo,La Rioja,2022-04-28 08:50:49,4,0.5,20.8,10.4
720,Dane,Gill,"Calle Q, nº 38",12088,Pavías,Castellón,2022-03-26 23:00:32,4,0.75,15.9,11.925
721,Myra,Poole,"Calle C, nº 262",08035,Calella,Barcelona,2022-01-31 02:17:21,4,0.25,31.5,7.875
722,Eugenia,Baldwin,"Calle G, nº 349",10123,Mirabel,Cáceres,2022-08-01 04:57:27,4,3.0,23.9,71.69999999999999
723,Morgan,Kent,"Calle H, nº 317",13070,Puerto Lápice,Ciudad Real,2022-11-19 21:15:00,4,1.5,24.4,36.599999999999994
724,Maryam,Long,"Calle Y, nº 191",14056,Puente Genil,Córdoba,2022-08-12 00:26:45,4,1.0,22.6,22.6
725,Graiden,Petersen,"Calle W, nº 400",17220,Viladrau,Girona,2022-03-25 02:12:07,4,5.0,29.8,149.0
726,Dean,Fox,"Calle M, nº 124",31130,Iturmendi,Navarra,2022-10-10 01:22:05,4,0.25,25.5,6.375
727,Colette,Delgado,"Calle F, nº 99",19286,Tórtola de Henares,Guadalajara,2022-11-25 16:43:28,4,1.5,29.7,44.55
728,Kathleen,Kirby,"Calle P, nº 245",32002,Amoeiro,Ourense,2022-07-01 23:00:18,4,1.5,31.3,46.95
729,Caesar,Moon,"Calle X, nº 390",29099,Viñuela,Málaga,2022-04-30 11:21:51,4,1.25,17.4,21.75
730,Olga,Howe,"Calle R, nº 226",04077,Rágol,Almería,2022-06-17 15:26:31,4,1.25,31.7,39.625
731,Callie,Ray,"Calle L, nº 193",29014,Alpandeire,Málaga,2022-10-28 01:58:02,4,0.5,25.0,12.5
732,Otto,Coffey,"Calle Y, nº 340",37193,Miranda del Castañar,Salamanca,2022-01-08 17:03:20,4,1.0,25.9,25.9
733,Cruz,Craig,"Calle X, nº 105",12025,Benafigos,Castellón,2022-11-08 17:25:39,4,1.5,30.8,46.2
734,Valentine,Mathis,"Calle V, nº 385",05018,Avellaneda,Ávila,2022-09-14 01:15:59,4,1.5,15.8,23.700000000000003
735,Aurora,Wynn,"Calle F, nº 282",47173,Traspinedo,Valladolid,2022-11-15 03:48:34,4,0.75,30.4,22.799999999999997
736,Chaim,Chaney,"Calle K, nº 142",09094,Cebrecos,Burgos,2022-03-17 02:49:35,4,1.25,27.8,34.75
737,Phelan,Brewer,"Calle O, nº 281",08067,Centelles,Barcelona,2022-12-06 18:23:25,4,3.0,32.5,97.5
738,Silas,Page,"Calle Y, nº 320",08128,Monistrol de Calders,Barcelona,2022-02-11 23:09:03,4,2.0,18.2,36.4
739,Ulla,Norman,"Calle U, nº 287",18181,Turón,Granada,2022-02-10 12:54:30,4,3.0,24.9,74.69999999999999
740,Nicholas,Trevino,"Calle N, nº 224",37309,"Sierpe, La",Salamanca,2022-04-24 01:21:53,4,3.0,25.6,76.80000000000001
741,Pandora,Larson,"Calle T, nº 44",08143,Òdena,Barcelona,2022-12-14 18:36:40,4,5.0,34.4,172.0
742,Caryn,Hensley,"Calle N, nº 379",37228,Palaciosrubios,Salamanca,2022-07-27 11:42:53,4,1.0,20.7,20.7
743,Emerald,Mckinney,"Calle N, nº 295",25079,Cubells,Lleida,2022-05-12 01:29:51,4,4.0,18.0,72.0
744,Merritt,May,"Calle C, nº 22",06154,Villanueva del Fresno,Badajoz,2022-12-30 01:41:01,4,1.25,29.2,36.5
745,Karleigh,Ewing,"Calle K, nº 324",41064,Montellano,Sevilla,2022-06-24 18:24:23,4,1.0,21.5,21.5
746,Trevor,Roman,"Calle C, nº 147",43112,Poboleda,Tarragona,2022-12-10 10:25:09,4,0.75,30.4,22.799999999999997
747,Carolyn,Casey,"Calle N, nº 388",41034,Coria del Río,Sevilla,2022-04-23 00:36:27,4,0.75,19.5,14.625
748,Gage,Lambert,"Calle E, nº 120",37209,Mozárbez,Salamanca,2022-05-27 23:14:03,4,4.0,18.1,72.4
749,Jaime,Roach,"Calle V, nº 62",24063,Cubillas de Rueda,León,2022-11-18 08:24:17,4,5.0,22.3,111.5
750,Burton,Dalton,"Calle E, nº 342",15061,Ortigueira,Coruña,2022-11-25 06:17:14,4,0.75,29.7,22.275
751,Clinton,Mendez,"Calle R, nº 339",28065,Getafe,Madrid,2022-07-08 19:25:20,4,1.5,31.1,46.650000000000006
752,Jamal,Gibson,"Calle D, nº 325",17197,Torrent,Girona,2022-10-27 20:30:40,4,5.0,31.7,158.5
753,Regina,Sims,"Calle F, nº 382",50047,Berdejo,Zaragoza,2022-10-06 02:45:31,4,1.25,31.7,39.625
754,Florence,Crawford,"Calle S, nº 400",25224,"Torms, Els",Lleida,2022-02-25 12:14:26,4,4.0,28.4,113.6
755,Bo,Macdonald,"Calle L, nº 21",19174,Matillas,Guadalajara,2022-02-10 12:47:04,4,0.5,28.0,14.0
756,Stephanie,Flynn,"Calle C, nº 267",43165,Vilabella,Tarragona,2022-05-30 07:25:30,6,0.25,23.6,5.9
757,Reuben,Deleon,"Calle X, nº 347",50164,Mediana de Aragón,Zaragoza,2022-10-11 19:48:01,6,2.0,25.3,50.6
758,Norman,Chan,"Calle X, nº 248",31192,Olóriz/Oloritz,Navarra,2022-04-19 13:33:56,6,1.0,28.0,28.0
759,Quin,Dominguez,"Calle O, nº 389",17021,Beuda,Girona,2022-04-02 19:21:28,6,0.5,15.6,7.8
760,Hayfa,Gibson,"Calle K, nº 110",34237,Villaumbrales,Palencia,2022-03-05 05:30:48,6,2.0,21.2,42.4
761,Joy,Clemons,"Calle S, nº 250",47132,Ramiro,Valladolid,2022-10-06 17:37:44,6,0.5,21.3,10.65
762,Craig,Solomon,"Calle X, nº 388",08073,Cornellà de Llobregat,Barcelona,2022-10-07 10:59:24,6,0.25,24.6,6.15
763,Magee,Colon,"Calle J, nº 45",49040,Castrillo de la Guareña,Zamora,2022-11-13 20:26:57,6,1.0,23.6,23.6
764,Lee,Weiss,"Calle I, nº 207",35016,"Palmas de Gran Canaria, Las",Las Palmas,2022-11-28 14:53:42,6,0.25,25.7,6.425
765,Ray,Browning,"Calle U, nº 98",19007,Albares,Guadalajara,2022-03-07 02:05:13,6,3.0,24.8,74.4
766,Aileen,Estrada,"Calle O, nº 233",15037,Fisterra,Coruña,2022-07-06 12:35:21,6,1.25,28.9,36.125
767,Katelyn,Schmidt,"Calle P, nº 195",19234,Retiendas,Guadalajara,2022-02-16 04:47:48,6,0.5,18.0,9.0
768,Anastasia,Quinn,"Calle N, nº 11",31048,Barillas,Navarra,2022-11-19 07:20:33,6,0.5,19.5,9.75
769,Bevis,Sherman,"Calle G, nº 273",35008,Firgas,Las Palmas,2022-02-18 20:57:52,6,2.0,28.1,56.2
770,Jacqueline,Sharpe,"Calle Q, nº 364",46027,Alfarrasí,Valencia,2022-05-28 10:20:06,6,0.25,31.3,7.825
771,Brian,Giles,"Calle K, nº 158",31208,Ribaforada,Navarra,2022-05-19 00:50:50,6,5.0,32.8,164.0
772,Justin,Brown,"Calle J, nº 105",25151,Olius,Lleida,2022-11-22 01:30:54,6,3.0,18.4,55.199999999999996
773,Mikayla,Peck,"Calle O, nº 16",08217,Sant Joan Despí,Barcelona,2022-06-20 13:54:49,6,1.0,15.6,15.6
774,Shea,Clark,"Calle R, nº 175",34154,Revilla de Collazos,Palencia,2022-03-14 00:58:27,6,0.5,17.9,8.95
775,Leslie,Coffey,"Calle N, nº 279",15093,Zas,Coruña,2022-02-10 23:40:51,6,4.0,20.6,82.4
776,Tanya,Sims,"Calle C, nº 277",50293,Villarroya de la Sierra,Zaragoza,2022-02-05 13:17:38,6,1.0,20.5,20.5
777,Aurora,Walter,"Calle Y, nº 285",26151,Torrecilla en Cameros,La Rioja,2022-04-12 19:27:47,6,5.0,25.0,125.0
778,Darius,Carpenter,"Calle B, nº 270",33014,Carreño,Asturias,2022-09-07 00:21:55,6,2.0,33.2,66.4
779,Alea,Bright,"Calle P, nº 297",09375,Tamarón,Burgos,2022-01-31 08:40:45,6,0.25,27.1,6.775
780,Nicholas,West,"Calle E, nº 354",46168,Miramar,Valencia,2022-12-06 23:54:33,6,0.75,27.3,20.475
781,Kuame,Paul,"Calle F, nº 166",13039,Daimiel,Ciudad Real,2022-04-10 06:19:37,6,4.0,28.2,112.8
782,Lacy,Manning,"Calle K, nº 72",10026,Belvís de Monroy,Cáceres,2022-01-12 03:19:32,6,1.25,30.9,38.625
783,Blossom,Gallagher,"Calle H, nº 291",07021,Estellencs,Baleares,2022-09-21 10:50:42,6,1.5,30.9,46.349999999999994
784,Josiah,Alford,"Calle P, nº 57",37072,Calzada de Don Diego,Salamanca,2022-02-16 14:31:45,6,0.5,17.7,8.85
785,Reed,Park,"Calle F, nº 14",15085,Touro,Coruña,2022-01-20 14:45:46,6,3.0,20.1,60.300000000000004
786,Dustin,Charles,"Calle U, nº 84",44165,Nogueruelas,Teruel,2022-08-30 03:53:02,6,0.5,21.4,10.7
787,Georgia,Moore,"Calle S, nº 372",19314,Viana de Jadraque,Guadalajara,2022-02-11 00:07:11,6,3.0,17.3,51.900000000000006
788,Violet,Lucas,"Calle N, nº 253",47115,Peñaflor de Hornija,Valladolid,2022-01-12 06:56:43,6,1.25,21.8,27.25
789,Keegan,Hickman,"Calle E, nº 344",03092,Muro de Alcoy,Alicante,2022-05-09 08:24:26,6,5.0,25.9,129.5
790,Clarke,Hood,"Calle E, nº 273",28009,Algete,Madrid,2022-05-20 09:14:43,6,1.25,17.7,22.125
791,Dorothy,Burton,"Calle H, nº 142",13031,Carrión de Calatrava,Ciudad Real,2022-03-12 20:01:44,6,0.25,31.7,7.925
792,Angelica,Ellis,"Calle K, nº 29",19125,Gajanejos,Guadalajara,2022-11-13 17:08:58,6,2.0,16.2,32.4
793,Jared,Curry,"Calle Q, nº 129",09421,"Vid y Barrios, La",Burgos,2022-05-26 10:56:50,6,1.5,32.0,48.0
794,Shea,Melton,"Calle S, nº 318",17011,"Armentera, L'",Girona,2022-09-22 17:32:08,6,0.25,15.4,3.85
795,Madaline,Fulton,"Calle S, nº 382",16274,Víllora,Cuenca,2022-06-09 00:01:03,6,4.0,34.7,138.8
796,Cleo,Allen,"Calle P, nº 204",16177,Reíllo,Cuenca,2022-04-05 00:09:33,6,1.25,16.3,20.375
797,Naida,Douglas,"Calle E, nº 159",45103,Mohedas de la Jara,Toledo,2022-09-26 08:34:41,6,0.75,27.6,20.700000000000003
798,Duncan,Mclaughlin,"Calle O, nº 33",44156,Monteagudo del Castillo,Teruel,2022-03-07 04:20:42,6,5.0,21.4,107.0
799,Evelyn,Navarro,"Calle T, nº 288",11032,Sanlúcar de Barrameda,Cádiz,2022-04-08 00:45:27,6,1.5,22.9,34.349999999999994
800,Quemby,Bird,"Calle T, nº 62",09026,Arlanzón,Burgos,2022-01-18 17:02:05,6,0.75,15.3,11.475000000000001
801,Ramona,Hogan,"Calle H, nº 238",05217,San Miguel de Corneja,Ávila,2022-02-26 00:52:27,6,1.5,21.4,32.099999999999994
802,Claudia,Blake,"Calle I, nº 74",25039,Baix Pallars,Lleida,2022-05-06 18:27:19,6,1.0,19.8,19.8
803,Laura,Vaughn,"Calle A, nº 79",46243,Torrella,Valencia,2022-05-01 22:12:25,6,1.0,24.4,24.4
804,Walker,Sweeney,"Calle M, nº 297",42123,Morón de Almazán,Soria,2022-01-07 23:11:45,6,0.75,31.4,23.549999999999997
805,Alice,Velazquez,"Calle B, nº 162",05221,Santa Cruz del Valle,Ávila,2022-06-19 11:02:13,6,0.25,20.8,5.2
806,Herrod,Hughes,"Calle Z, nº 384",09117,"Cueva de Roa, La",Burgos,2022-07-30 01:23:14,6,3.0,31.1,93.30000000000001
807,Odysseus,Brennan,"Calle X, nº 372",31905,Beriáin,Navarra,2022-04-14 08:27:47,6,1.0,26.7,26.7
808,Lester,Gillespie,"Calle Q, nº 235",15005,Arteixo,Coruña,2022-01-05 11:53:51,6,4.0,22.8,91.2
809,Fallon,Holt,"Calle U, nº 3",12079,Montanejos,Castellón,2022-09-23 23:51:53,6,5.0,21.5,107.5
810,Ashely,Delacruz,"Calle P, nº 130",19325,Viñuelas,Guadalajara,2022-05-13 08:24:04,6,1.0,15.9,15.9
811,Hedley,Ramsey,"Calle F, nº 258",08183,Roda de Ter,Barcelona,2022-02-24 00:30:25,6,0.75,20.8,15.600000000000001
812,Byron,Ellison,"Calle H, nº 350",28082,Manzanares el Real,Madrid,2022-07-16 12:48:14,6,1.0,20.8,20.8
813,Ariel,Hunter,"Calle G, nº 53",24047,Castrocontrigo,León,2022-09-14 08:00:25,6,3.0,29.2,87.6
814,Kirk,Glover,"Calle Q, nº 302",10042,Campillo de Deleitosa,Cáceres,2022-10-25 08:51:39,6,0.75,34.1,25.575000000000003
815,Brett,Sandoval,"Calle G, nº 331",29006,Algatocín,Málaga,2022-04-22 05:59:20,6,1.5,17.7,26.549999999999997
816,Nicholas,Giles,"Calle E, nº 212",16123,Masegosa,Cuenca,2022-01-17 14:42:53,6,3.0,30.0,90.0
817,Robin,Chase,"Calle K, nº 183",13008,Alcubillas,Ciudad Real,2022-07-21 08:54:31,6,0.75,16.8,12.600000000000001
818,Cain,Ferguson,"Calle N, nº 319",17120,Palau-saverdera,Girona,2022-09-08 22:00:10,6,1.0,26.1,26.1
819,Willa,Black,"Calle T, nº 268",40056,Cobos de Fuentidueña,Segovia,2022-08-23 03:39:20,6,2.0,20.4,40.8
820,Jamal,Callahan,"Calle Y, nº 90",31177,Murieta,Navarra,2022-09-26 21:20:37,6,1.5,28.3,42.45
821,Boris,Bernard,"Calle V, nº 204",28173,Villamanrique de Tajo,Madrid,2022-12-09 19:12:18,6,0.75,29.9,22.424999999999997
822,Sawyer,Eaton,"Calle J, nº 5",15045,Mazaricos,Coruña,2022-01-23 22:48:55,6,1.25,19.4,24.25
823,Philip,Spence,"Calle F, nº 153",50269,Urrea de Jalón,Zaragoza,2022-08-06 06:02:29,6,4.0,30.3,121.2
824,Logan,Ellis,"Calle H, nº 105",42001,Abejar,Soria,2022-11-09 13:06:16,6,5.0,25.8,129.0
825,Ciaran,Baird,"Calle U, nº 70",37260,Puebla de Yeltes,Salamanca,2022-08-08 13:43:29,6,0.75,32.5,24.375
826,Aaron,Lane,"Calle H, nº 398",05190,Pozanco,Ávila,2022-10-26 14:56:47,6,1.25,27.2,34.0
827,Tad,Hodges,"Calle A, nº 282",32032,Xinzo de Limia,Ourense,2022-02-13 04:57:45,6,5.0,23.6,118.0
828,Evan,Burgess,"Calle N, nº 346",16159,Pinarejo,Cuenca,2022-05-26 08:23:02,6,5.0,34.8,174.0
829,Edward,Clay,"Calle N, nº 329",24215,Villamol,León,2022-12-20 11:30:25,6,0.75,22.3,16.725
830,Kylee,Mccarty,"Calle F, nº 158",09443,Villamayor de los Montes,Burgos,2022-02-27 06:45:26,6,2.0,28.8,57.6
831,Nathan,Woodard,"Calle A, nº 203",47097,Mota del Marqués,Valladolid,2022-09-08 04:58:42,6,0.5,25.0,12.5
832,Nyssa,Trujillo,"Calle J, nº 155",18033,Busquístar,Granada,2022-11-15 18:34:16,6,5.0,32.7,163.5
833,Eagan,Mckee,"Calle F, nº 311",15052,Muxía,Coruña,2022-02-21 14:51:21,6,0.5,31.5,15.75
